record_id,jurisdiction,dimension,claim_class,requirement_summary,official_or_named_source,source_url,pinpoint,source_disposition,source_check_status,source_last_checked,next_review_due,review_status,days_overdue,reviewer,second_reviewer,review_stage,reconciliation_status,review_disagreement,evidence_tier,binding_status,legal_status,effective_from,effective_until,event_id,uncertainty,decision_ready
ch-frs-redemption-001,CH,redemption,tier1_legal,"Redemption is a payment claim against the issuer (or, on issuer default, against the guaranteeing bank). There is no statutory at-par redemption mandate; the claim is contractual, backed by the guarantee. Stablecoin holders are not deposit-insured — the bank guarantee, not deposit insurance, is the protection.",Banking Ordinance Art. 5(3)(f); FINMA Guidance 06/2024,https://www.finma.ch/en/news/2024/07/20240726-m-am-06-24-stablecoins/,Redemption — contractual claim vs issuer / guaranteeing bank; no statutory par mandate; not deposit-insured,official,not_checked,,,unknown,,,,unreviewed,not_started,,mixed,in_force_enacted,operative,,,,medium,False
ch-frs-regulatory_authority-001,CH,regulatory_authority,tier1_legal,"Switzerland has no bespoke stablecoin statute: stablecoins are regulated by applying existing financial law — the Banking Act and Banking Ordinance (notably Banking Ordinance Art. 5(3)(f), which removes guaranteed funds from the deposit definition), the DLT Act and the Financial Market Infrastructure Act (FinMIA), the Collective Investment Schemes Act (CISA), and the Anti-Money Laundering Act (AMLA). FINMA Guidance 06/2024 sets out FINMA's supervisory position on stablecoins, including AML treatment and the conditions of the bank-guarantee exemption. FINMA is the primary supervisor; the SNB oversees systemic financial market infrastructures.",Banking Act and Banking Ordinance; FINMA Guidance 06/2024 (Stablecoins),https://www.fedlex.admin.ch/eli/cc/1934/121/de,FINMA as primary stablecoin supervisor; SNB for systemic FMIs; no bespoke statute,official,not_checked,,,unknown,,,,unreviewed,not_started,,resolution_text,in_force_enacted,operative,,,,low,False
ch-frs-reserve_backing-001,CH,reserve_backing,tier1_legal,"There is no statutory reserve schedule (no mandated asset list or percentages). Under the bank-guarantee pathway the protective mechanism is the guarantee, not a prescribed reserve portfolio: the guarantee must cover the principal plus interest of the deposited funds. If the arrangement is structured so that assets are held for the account of holders (rather than as a claim against the issuer), collective investment scheme (CIS) rules under CISA may apply.",Banking Ordinance Art. 5(3)(f); FINMA Guidance 06/2024; Collective Investment Schemes Act (CISA),https://www.fedlex.admin.ch/eli/cc/2014/273/de,Reserve/backing — no statutory schedule; guarantee covers principal + interest; CISA characterization risk,official,not_checked,,,unknown,,,,unreviewed,not_started,,resolution_text,in_force_enacted,operative,,,,low,False
ch-frs-securities_classification-001,CH,securities_classification,tier1_legal,"If a stablecoin arrangement is structured so that assets are held for the account of holders (rather than as a contractual claim against the issuer), collective-investment-scheme rules under the Collective Investment Schemes Act (CISA) may apply. The operative characterization question is whether holding assets for holders to generate yield converts the arrangement into a CIS — the Swiss analogue to the securities-classification spine.",Collective Investment Schemes Act (CISA); FINMA Guidance 06/2024,https://www.finma.ch/en/news/2024/07/20240726-m-am-06-24-stablecoins/,CISA characterization where assets are held for the account of holders,official,not_checked,,,unknown,,,,unreviewed,not_started,,mixed,in_force_enacted,operative,,,,medium,False
cn-prc-aml_kyc-001,CN,aml_kyc,tier1_legal,"The Anti-Money Laundering Law of the PRC and PBOC AML/CFT regulations apply to all financial institutions, and cryptocurrency-related transactions are explicitly subject to AML scrutiny under the 2017 ICO Notice (94 公告) and supporting circulars.",Anti-Money Laundering Law of the PRC; PBOC AML/CFT regulations; 2017 ICO Notice (94 公告),,AML — PRC AML Law; PBOC AML/CFT; crypto AML scrutiny under 94 公告,unavailable,source_unavailable,,,unknown,,,,unreviewed,not_started,,unverified,in_force_enacted,operative,,,,high,False
cn-prc-bank_nonbank_routing-001,CN,bank_nonbank_routing,tier1_legal,"With no domestic issuance pathway, there is no bank/non-bank routing architecture for compliant private-token issuance to characterize.",PBOC framework; 2021 inter-ministerial Notice,,Absence of a compliant issuance/routing architecture,unavailable,source_unavailable,,,unknown,,,,unreviewed,not_started,,unverified,prohibition,prohibited,,,,high,False
cn-prc-capital_requirements-001,CN,capital_requirements,tier1_legal,"Capital requirements are not applicable to domestic issuance. On the indirect Hong Kong pathway, the HKMA HK$25 million paid-up share capital applies to the HK-licensed entity; for PRC-listed parents, capital injected into the HK subsidiary is subject to SAFE outbound-investment registration and consolidates into the parent's financial statements under the Accounting Standards for Business Enterprises.",HKMA capital rules (HK entity); SAFE outbound-investment registration; Accounting Standards for Business Enterprises,,Capital — N/A domestically; indirect HK HK$25m + SAFE registration + consolidation,unavailable,source_unavailable,,,unknown,,,,unreviewed,not_started,,unverified,prohibition,prohibited,,,,high,False
cn-prc-cross_border_data-001,CN,cross_border_data,tier1_legal,"Even where issuance is prohibited, stablecoin-related personal data (wallet KYC and merchant-onboarding data tied to PRC residents) falls within PIPL outbound-transfer scope and is the binding constraint that reaches non-PRC-affiliated cross-border firms. PIPL (effective 1 Nov 2021) requires that any cross-border transfer of personal information satisfy one of three gates: (a) a CAC security assessment, (b) personal-information-protection certification by a CAC-approved body, or (c) a CAC Standard Contract. The Data Security Law (DSL, effective 1 Sep 2021) subjects cross-border transfer of 'important data' to security review. The 22 March 2024 Provisions on Promoting and Regulating Cross-Border Data Flows raise the thresholds for mandatory security assessment, giving partial relief for routine business data (e.g. HR and contract-performance data). Free Trade Zone negative lists (Shanghai, Beijing, Hainan, and others) provide additional zone-specific relief.","Personal Information Protection Law (PIPL, eff. 1 Nov 2021); Data Security Law (DSL, eff. 1 Sep 2021); CAC Provisions on Promoting and Regulating Cross-Border Data Flows (22 Mar 2024)",,PIPL three-gate outbound transfer; DSL important-data review; March 2024 threshold relief; FTZ negative lists,unavailable,source_unavailable,,,unknown,,,,unreviewed,not_started,,unverified,in_force_enacted,operative,2021-11-01,,,high,False
cn-prc-distribution-001,CN,distribution,tier1_legal,"All cryptocurrency promotion, offering, and trading is prohibited within PRC territory, so there is no domestic distribution channel. For PRC-connected groups operating via Hong Kong, the indirect pathway carries three independent layers of constraint: (i) A-share listing rules (a Hong Kong subsidiary's stablecoin activities are subject to related-party-transaction disclosure, results consolidate into the listed parent under the Accounting Standards for Business Enterprises, and the CSRC may require special disclosure or pre-notification); (ii) SAFE outbound-capital control (capital injections into the HK subsidiary, profit repatriation, and intra-group financing are subject to SAFE registration and quota limits); and (iii) PBOC/CAC supervisory posture: the 2026 Notice (银发〔2026〕42号, in force 6 Feb 2026) now puts in writing the prohibition on private RMB-pegged stablecoin issuance, replacing the unpublished 2025 signalling and adding an explicit extraterritorial issuance ban.",PRC prohibition on cryptocurrency promotion/offering/trading within territory; CSRC A-share disclosure rules; SAFE outbound-capital controls; PBOC/CAC October 2025 guidance,https://www.csrc.gov.cn/csrc/c100028/c7614318/content.shtml,Domestic distribution prohibited; three indirect-pathway constraint layers (A-share / SAFE / PBOC-CAC),official,not_checked,,,unknown,,,,unreviewed,not_started,,unverified,prohibition,prohibited,,,,high,False
cn-prc-implementation_status-001,CN,implementation_status,tier2_operational,"The regime is a stable prohibition with no scheduled formal rule change. Key milestones: the 2017 ICO ban (94 公告); the Data Security Law (1 Sep 2021); the reaffirmed comprehensive prohibition extended to offshore exchanges (24 Sep 2021); PIPL (1 Nov 2021); the 22 March 2024 cross-border data Provisions; the 2025 Hong Kong application window in which PRC-connected groups (Ant, JD, and state-owned banks) applied or expressed interest; and the 10 April 2026 HK first-license cohort, which excluded all PRC-connected applicants, private and state alike.",94 公告 (2017); DSL (2021); PIPL (2021); 2024 cross-border data Provisions; HKMA April 2026 first-license cohort,,Implementation timeline — stable prohibition; 2017-2026 milestones,unavailable,source_unavailable,,,unknown,,,,unreviewed,not_started,,unverified,no_regime,no_regime,2021-09-24,,,high,False
cn-prc-issuer_pathway-001,CN,issuer_pathway,tier1_legal,"There is no domestic stablecoin issuance pathway. The 2017 ICO Notice (94公告) policy continues, and the 2026 Notice (银发〔2026〕42号, which repealed the 2021 Notice) treats token issuance and virtual-currency business activity as prohibited, upgrading the banned act from token-offering financing to issuing virtual currency. The live regulatory questions for PRC-connected groups therefore concern the indirect pathway through Hong Kong and the cross-border data, capital, and disclosure constraints that condition it, not a domestic licence. The behavioural boundary observed in 2025 tracks a private/state distinction: private internet groups (Ant, JD) applied for HK licences and then withdrew in October 2025; state-linked banks expressed interest and paused; and no PRC-affiliated applicant received a licence in the April 2026 first round.","《关于进一步防范和处置虚拟货币等相关风险的通知》(银发〔2026〕42号, 6 Feb 2026; repealed 银发〔2021〕237号); 2017 ICO Notice (94公告)",https://www.csrc.gov.cn/csrc/c100028/c7614318/content.shtml,"银发〔2026〕42号 (virtual-currency-related business activities in the PRC are illegal financial activities, strictly prohibited; the prohibited act is upgraded from '代币发行融资' (token-offering financing, 2021) to '发行虚拟货币' (issuing virtual currency), now reaching non-fundraising / airdrop / utility issuance)",official,not_checked,,,unknown,,,,unreviewed,not_started,,firm_summary,prohibition,prohibited,2021-09-24,,,high,False
cn-prc-monetary_sovereignty-001,CN,monetary_sovereignty,tier1_legal,"Mainland China occupies the prohibitive pole of the monetary-sovereignty constraint. The eight-ministry Notice 银发〔2026〕42号 (in force 6 Feb 2026) reaffirms that virtual currencies have no legal-tender status and adds an explicit WRITTEN prohibition on overseas issuance of RMB-pegged stablecoins without lawful approval (未经许可，境内外任何主体不得在境外发行挂钩人民币的稳定币), plus an extraterritorial ban on PRC-controlled entities issuing virtual currencies abroad and restrictions on RWA tokenisation.","《关于进一步防范和处置虚拟货币等相关风险的通知》(银发〔2026〕42号, eff. 6 Feb 2026; repealed 银发〔2021〕237号); 2017 ICO Notice (94公告)",https://www.csrc.gov.cn/csrc/c100028/c7614318/content.shtml,"银发〔2026〕42号 — 未经许可，境内外任何主体不得在境外发行挂钩人民币的稳定币 (no entity, domestic or overseas, may issue RMB-pegged stablecoins overseas without approval); 境内主体及其控制的境外主体不得在境外发行虚拟货币 (PRC-controlled entities may not issue virtual currencies abroad); RWA tokenisation restrictions",official,not_checked,,,unknown,,,,unreviewed,not_started,,firm_summary,prohibition,prohibited,,,,high,False
cn-prc-permitted_activity_yield-001,CN,permitted_activity_yield,tier1_legal,"Because private token issuance and related fundraising are prohibited, there is no lawful domestic issuer that could pay yield; the yield question does not arise within a permitted perimeter.",PBOC et al. Notice on Preventing Token Fundraising Risks (2017); related circulars,,Prohibition context — no permitted issuer to which a yield rule could attach,unavailable,source_unavailable,,,unknown,,,,unreviewed,not_started,,unverified,prohibition,prohibited,,,,high,False
cn-prc-regulatory_authority-001,CN,regulatory_authority,tier1_legal,"No single stablecoin regulator exists because there is no lawful domestic issuance pathway; instead, a coordinated multi-agency prohibition perimeter governs. The eight-ministry Notice 银发〔2026〕42号 (in force 6 Feb 2026), issued jointly with the Cyberspace Administration and the two supreme judicial organs, sets the perimeter: the People's Bank of China (PBOC) leads, with the NDRC, MIIT, MPS, SAMR, NFRA, CSRC, and SAFE. The 2026 Notice put the prohibition on private RMB-pegged stablecoin issuance into writing, formalising the stance PBOC had signalled to PRC tech groups in 2025. The CAC governs ICP, deep-synthesis/generative-AI content, and cross-border data flows; the CSRC governs A-share issuer disclosure and has directed brokerages to pause Hong Kong tokenisation activity; MIIT and SAFE supply supporting telecoms/ICP and outbound-capital measures.","《关于进一步防范和处置虚拟货币等相关风险的通知》(银发〔2026〕42号, 6 Feb 2026); issuing bodies: PBOC, NDRC, MIIT, MPS, SAMR, NFRA, CSRC, SAFE, with 中央网信办/最高法/最高检",https://www.csrc.gov.cn/csrc/c100028/c7614318/content.shtml,银发〔2026〕42号 (a coordinated multi-agency prohibition perimeter; eight ministries plus the cyberspace administration and the two supreme judicial organs),official,not_checked,,,unknown,,,,unreviewed,not_started,,firm_summary,prohibition,prohibited,,,,high,False
cn-prc-reserve_backing-001,CN,reserve_backing,tier1_legal,"Reserve requirements are not applicable to domestic issuance, which is prohibited. On the indirect pathway through Hong Kong, HKMA reserve requirements apply to the HK-licensed entity; the PRC-connected parent holds no reserve obligation directly under PRC law but faces consolidation treatment under A-share listing rules.",PRC prohibition on domestic issuance; HKMA reserve rules apply to HK-licensed entity (indirect pathway),,Reserve — N/A domestically; indirect HK pathway + A-share consolidation,unavailable,source_unavailable,,,unknown,,,,unreviewed,not_started,,unverified,prohibition,prohibited,,,,high,False
cn-prc-securities_classification-001,CN,securities_classification,tier1_legal,Token issuance and exchange activity have been treated as unauthorized public fundraising / illegal financial activity rather than admitted securities offerings; there is no compliant securities pathway for private tokens.,《关于进一步防范和处置虚拟货币等相关风险的通知》(银发〔2026〕42号); CSRC 公告〔2026〕1号《关于境内资产境外发行资产支持证券代币的监管指引》,https://www.csrc.gov.cn/csrc/c100028/c7614318/content.shtml,银发〔2026〕42号 (token issuance treated as illegal public fundraising / illegal financial activity); CSRC 公告〔2026〕1号 (RWA asset-backed-securities-token guidance: filing system + negative list for onshore-asset offshore ABS-token issuance),official,not_checked,,,unknown,,,,unreviewed,not_started,,firm_summary,prohibition,prohibited,,,,high,False
eu-emt-bank_nonbank_routing-001,EU,bank_nonbank_routing,tier1_legal,"Because EMT issuers must be credit institutions or e-money institutions, issuance sits inside the bank / e-money prudential framework; reserve assets must be safeguarded and segregated from the issuer's estate.","MiCA, Regulation (EU) 2023/1114; EMD2 (Directive 2009/110/EC)",,Issuer prudential status; safeguarding/segregation of reserve assets,unavailable,source_unavailable,,,unknown,,,,unreviewed,not_started,,firm_summary,in_force_enacted,operative,,,,high,False
eu-emt-cross_border_data-001,EU,cross_border_data,tier1_legal,"Authorization passports across the single market; personal data is governed by the GDPR, which is a data-protection regime rather than a localization barrier to supervisory information-sharing.","MiCA, Regulation (EU) 2023/1114; GDPR (Regulation (EU) 2016/679)",,Passporting; data protection and cross-border supervisory cooperation,unavailable,source_unavailable,,,unknown,,,,unreviewed,not_started,,firm_summary,in_force_enacted,operative,,,,high,False
eu-emt-disclosure_reporting-001,EU,disclosure_reporting,tier1_legal,"Issuers publish a crypto-asset white paper and are subject to ongoing disclosure; issuers of significant EMTs report to and are supervised by the EBA, with ESMA coordination.","MiCA, Regulation (EU) 2023/1114",,White-paper and ongoing disclosure; significant-EMT supervision and reporting,unavailable,source_unavailable,,,unknown,,,,unreviewed,not_started,,firm_summary,in_force_enacted,operative,,,,high,False
eu-emt-issuer_pathway-001,EU,issuer_pathway,tier1_legal,Issuance of an e-money token is restricted to entities authorized as credit institutions or electronic money institutions; no other entity may issue. An authorizable private token exists.,"Markets in Crypto-Assets Regulation (MiCA), Regulation (EU) 2023/1114",,Title IV — EMT issuance restricted to authorized credit institutions or e-money institutions,unavailable,source_unavailable,,,unknown,,,,unreviewed,not_started,,firm_summary,in_force_enacted,operative,,,,high,False
eu-emt-monetary_sovereignty-001,EU,monetary_sovereignty,tier1_legal,"For a non-EU-currency EMT, MiCA caps usage as a means of exchange at EUR 200 million per day or 1 million transactions per day (the Article 23 thresholds, applied to significant EMTs via Article 58(3)), measured on a quarterly-average basis. The cap applies only to use as a means of exchange within a single currency area, not to store-of-value use or to trading on crypto-asset venues. A separate reporting obligation triggers at EUR 100 million in issuance value globally. This is the canonical quantitative monetary-sovereignty cap and the clearest instance of Constraint 7.","Regulation (EU) 2023/1114 (MiCA), Art. 58(3) (applying the Art. 23 means-of-exchange thresholds to non-EU-currency EMTs)",https://eur-lex.europa.eu/eli/reg/2023/1114/oj/eng,Art. 58(3) (applying Art. 23 mutatis mutandis to non-EU-currency EMTs),official,checked,2026-06-27,2026-07-27,stale,24,external review (web retrieval against official sources),,primary_reviewed_second_pending,not_started,,resolution_text,in_force_enacted,operative,,,,low,False
eu-emt-permitted_activity_yield-001,EU,permitted_activity_yield,tier1_legal,"MiCA Article 50 imposes a yield ban on EMT holders: holders may not receive interest. The prohibition attaches to the holding of the token, paralleling the US GENIUS §4(a)(11) structure but expressed as a flat ban rather than a 'solely'-qualified one.","Regulation (EU) 2023/1114 (MiCA), Article 50",https://eur-lex.europa.eu/eli/reg/2023/1114/oj/eng,Art. 50 (no interest paid to EMT holders),official,checked,2026-06-27,2026-07-27,stale,24,external review (web retrieval against official sources),,primary_reviewed_second_pending,not_started,,resolution_text,in_force_enacted,operative,,,,low,False
eu-emt-regulatory_authority-001,EU,regulatory_authority,tier1_legal,"The Markets in Crypto-Assets Regulation (MiCA, Reg. (EU) 2023/1114) governs EMTs and ARTs, supervised by the EBA (significant tokens), ESMA, and national competent authorities. MiCA's Article 143(3) transitional grandfathering closes on a staggered national schedule capped at 1 July 2026, the outer limit (the longest window any Member State could grant; ESMA has confirmed no extension). Most Member States set shorter windows and closed earlier, so the deadline binding a given corridor is the earliest among the Member States it touches, not the 1 July 2026 cap. A PSD2/MiCAR interplay question is addressed by the EBA No-Action Letter (10 June 2025).",Regulation (EU) 2023/1114 (MiCA),https://eur-lex.europa.eu/eli/reg/2023/1114/oj/eng,Titles III/IV; EBA/ESMA/NCA supervisory architecture,official,checked,2026-06-27,2026-07-27,stale,24,external review (web retrieval against official sources),,primary_reviewed_second_pending,not_started,,resolution_text,in_force_enacted,operative,,,eu-mica-art143-transitional-expiry,low,False
eu-emt-reserve_backing-001,EU,reserve_backing,tier1_legal,MiCA requires EMT reserves to hold at least 60% in bank deposits; ART reserves at least 30% in bank deposits. (Distinct from the US/HK same-currency short-dated-sovereign model.),"Regulation (EU) 2023/1114 (MiCA), reserve composition provisions",https://eur-lex.europa.eu/eli/reg/2023/1114/oj/eng,reserve composition set in MiCA + Level-2 RTS; deposit-% pinpoint pending RTS line-read,official,checked,2026-06-27,2026-07-27,stale,24,external review (web retrieval against official sources),,primary_reviewed_second_pending,not_started,,firm_summary,in_force_enacted,operative,,,,high,False
eu-emt-securities_classification-001,EU,securities_classification,tier1_legal,E-money tokens and asset-referenced tokens are crypto-assets governed by MiCA and are carved out of the MiFID II financial-instrument (securities) perimeter; they are not treated as transferable securities.,"MiCA, Regulation (EU) 2023/1114; MiFID II (Directive 2014/65/EU)",,Scope — EMT/ART as crypto-assets outside the MiFID II financial-instrument definition,unavailable,source_unavailable,,,unknown,,,,unreviewed,not_started,,firm_summary,in_force_enacted,operative,,,,high,False
hk-frs-aml_kyc-001,HK,aml_kyc,tier1_legal,"The HKMA AML/CFT Guideline for licensed stablecoin issuers applies: standard FATF KYC, transaction monitoring, and suspicious-transaction reporting, plus distribution-channel KYC obligations executed via licensed VATPs and SFC Type 1 corporations.",HKMA AML/CFT Guideline for licensed stablecoin issuers (under Cap. 656),https://www.elegislation.gov.hk/hk/cap656,AMLO + Ordinance AML obligations on licensees,official,not_checked,,,unknown,,,,unreviewed,not_started,,firm_summary,in_force_enacted,operative,2025-08-01,,,high,False
hk-frs-bank_nonbank_routing-001,HK,bank_nonbank_routing,tier1_legal,Issuance requires an HKMA licence open to bank and non-bank applicants; it is a licensing regime rather than a bank-only monopoly.,Stablecoins Ordinance (Cap. 656),,Licensing of issuers (bank and non-bank); not bank-only,unavailable,source_unavailable,,,unknown,,,,unreviewed,not_started,,firm_summary,in_force_enacted,operative,,,,high,False
hk-frs-capital_requirements-001,HK,capital_requirements,tier1_legal,"HK$25 million minimum paid-up share capital (or currency equivalent), with HKMA empowered to require more based on business plan; HK$3 million minimum liquid capital; and excess liquid capital equivalent to at least 12 months of operating expenses. The HK$25m threshold, combined with the HK-incorporation-or-authorised-institution requirement, effectively limits applicants to banks and JV-backed large corporates.","Stablecoins Ordinance (Cap. 656), capital requirements",https://www.elegislation.gov.hk/hk/cap656,HK$25m paid-up capital (statutory),official,checked,2026-06-27,2026-07-27,stale,24,external review (web retrieval against official sources),,primary_reviewed_second_pending,not_started,,resolution_text,in_force_enacted,operative,2025-08-01,,,low,False
hk-frs-cross_border_data-001,HK,cross_border_data,tier1_legal,Personal data is governed by the Personal Data (Privacy) Ordinance (PDPO). Cross-border data transfer governance under PDPO Section 33 remains pending final commencement. HKMA Supervisory Policy Manual provisions on outsourcing and data hosting apply.,"Personal Data (Privacy) Ordinance (PDPO); s.33 (cross-border transfer, not yet commenced)",https://www.elegislation.gov.hk/hk/cap656,PDPO (Cap. 486) data obligations; HKMA outsourcing/data guidance,official,not_checked,,,unknown,,,,unreviewed,not_started,,firm_summary,in_force_enacted,operative,,,,high,False
hk-frs-disclosure_reporting-001,HK,disclosure_reporting,tier1_legal,"Licensed issuers must meet disclosure, reserve-attestation and reporting requirements under HKMA supervision, with supervisory coordination available.",Stablecoins Ordinance (Cap. 656),,"Disclosure, reserve attestation and supervisory reporting",unavailable,source_unavailable,,,unknown,,,,unreviewed,not_started,,firm_summary,in_force_enacted,operative,,,,high,False
hk-frs-distribution-001,HK,distribution,tier1_legal,"Permitted offerors of FRS in Hong Kong are HKMA-licensed FRS issuers, SFC-licensed VATPs, SFC-licensed Type 1 corporations, and Authorised Institutions. Foreign-based issuers of non-HKD-linked FRS may offer to professional investors only. Unlicensed activity carries HK$5 million fine + 7 years' imprisonment + HK$100,000 per day of continuing offence. Pre-existing-issuer transitional treatment required applications by 31 Oct 2025; the closing-down period began 1 Nov 2025 for non-applicants. The April 2026 cohort contrasts distribution models: HSBC plans direct retail integration via PayMe (3.3m users) and its mobile app from H2 2026; Anchorpoint plans a phased Q2 2026 B2B2C rollout of HKDAP via authorised partners.","Stablecoins Ordinance (Cap. 656), offering / distribution restrictions and offence provisions",https://www.elegislation.gov.hk/hk/cap656,permitted-offeror closed loop; HK$5m / 7-year offence,official,checked,2026-06-27,2026-07-27,stale,24,external review (web retrieval against official sources),,primary_reviewed_second_pending,not_started,,resolution_text,in_force_enacted,operative,2025-08-01,,,low,False
hk-frs-implementation_status-001,HK,implementation_status,tier2_operational,"Live regime. Key milestones: HKMA discussion paper (Jan 2022); FSTB/HKMA consultation (Dec 2023); conclusions + sandbox (Jul 2024); Ordinance and guidelines effective (1 Aug 2025); Ant/JD applications suspended (18-20 Oct 2025); pre-existing-issuer application deadline (31 Oct 2025); closing-down period begins (1 Nov 2025); transitional operating window ends (31 Jan 2026); first two licences granted (10 Apr 2026, HSBC = FRS02, Anchorpoint = FRS01). Expected: Anchorpoint HKDAP B2B2C launch (Q2 2026); HSBC retail launch via PayMe (H2 2026); HKMA second-cohort licences (Q3 2026).",Stablecoins Ordinance (Cap. 656) commencement + HKMA licensing actions,,Timeline Jan 2022 -> Q3 2026; first cohort 10 Apr 2026,unavailable,source_unavailable,,,unknown,,,,unreviewed,not_started,,unverified,in_force_enacted,operative,2025-08-01,,,high,False
hk-frs-issuer_pathway-001,HK,issuer_pathway,tier1_legal,"A licence is required for (1) FRS issuers in Hong Kong, (2) issuers outside HK of stablecoins referencing the HK dollar, and (3) entities actively marketing FRS to the HK public. Eligible applicants are companies incorporated in HK under the Companies Ordinance, or authorised institutions (banks / restricted-licence / deposit-taking companies under the Banking Ordinance). Shell entities or mere pre-1-Aug-2025 establishment do not qualify for transitional treatment. The first-licence cohort (10 Apr 2026) was HSBC and Anchorpoint Financial Limited (a Standard Chartered (HK)–HKT–Animoca JV intending HKDAP on a B2B2C model); no PRC-connected entities were licensed.","Stablecoins Ordinance (Cap. 656), licensing provisions",https://www.elegislation.gov.hk/hk/cap656,licensable regulated activities; s.8(1) licensing offence,official,checked,2026-06-27,2026-07-27,stale,24,external review (web retrieval against official sources),,primary_reviewed_second_pending,not_started,,resolution_text,in_force_enacted,operative,2025-08-01,,,low,False
hk-frs-monetary_sovereignty-001,HK,monetary_sovereignty,tier1_legal,"Hong Kong does not impose a quantitative non-domestic-currency usage cap of the MiCA Article 23 type, but it draws a sovereignty-adjacent line through distribution: foreign-based issuers of non-HKD-linked FRS may offer to professional investors only, while HKD-referencing stablecoins (including those issued offshore) are pulled fully inside the licensing perimeter. The effect is to privilege the domestic-currency instrument for retail use without a numeric ceiling.",Stablecoins Ordinance (Cap. 656) — HKD-referencing perimeter + non-HKD FRS professional-investor restriction,https://www.elegislation.gov.hk/hk/cap656,offshore HKD-referencing issuance is licensable; non-HKD FRS offering limited,official,checked,2026-06-27,2026-07-27,stale,24,external review (web retrieval against official sources),,primary_reviewed_second_pending,not_started,,resolution_text,in_force_enacted,operative,2025-08-01,,,low,False
hk-frs-permitted_activity_yield-001,HK,permitted_activity_yield,tier1_legal,The Stablecoins Ordinance Schedule 2 Section 15 (Non-interest bearing) provides that the licensee must not pay any interest on issued stablecoins. Direct payments from issuer to holder are reached by the prohibition.,"Stablecoins Ordinance (Cap. 656), Schedule 2, s.15 (Non-interest bearing)",https://www.elegislation.gov.hk/hk/cap656,Sch. 2 s.15 (no interest on issued stablecoins),official,checked,2026-06-27,2026-07-27,stale,24,external review (web retrieval against official sources),,primary_reviewed_second_pending,not_started,,resolution_text,in_force_enacted,operative,2025-08-01,,,low,False
hk-frs-redemption-001,HK,redemption,tier1_legal,Redemption at par value within 1 business day of a valid request. Redemption obligations are a continuing licence condition.,"Stablecoins Ordinance (Cap. 656), redemption requirements",https://www.elegislation.gov.hk/hk/cap656,par redemption within 1 business day,official,checked,2026-06-27,2026-07-27,stale,24,external review (web retrieval against official sources),,primary_reviewed_second_pending,not_started,,resolution_text,in_force_enacted,operative,2025-08-01,,,low,False
hk-frs-regulatory_authority-001,HK,regulatory_authority,tier1_legal,"The Stablecoins Ordinance (Cap. 656), effective 1 August 2025, establishes the HKMA as primary regulator for FRS issuers, supported by HKMA Explanatory Notes (Licensing; Transitional Provisions), the Guideline on Supervision of Licensed Stablecoin Issuers, and the AML/CFT Guideline. The SFC regulates virtual asset trading platforms (VATPs) and Type 1 corporations authorised to offer stablecoins.","Stablecoins Ordinance (Cap. 656), in force 1 Aug 2025",https://www.elegislation.gov.hk/hk/cap656,HKMA as the licensing/supervisory authority,official,checked,2026-06-27,2026-07-27,stale,24,external review (web retrieval against official sources),,primary_reviewed_second_pending,not_started,,resolution_text,in_force_enacted,operative,2025-08-01,,,low,False
hk-frs-reserve_backing-001,HK,reserve_backing,tier1_legal,"100% backing at all times; the market value of reserve assets must equal or exceed the par value of circulating stablecoins, with HKMA expecting overcollateralisation. Acceptable assets: cash, bank deposits (term <= 3 months), government and central-bank securities (residual maturity <= 1 year), and tokenised forms of the foregoing. Reserves must be strictly segregated from the issuer's other assets and protected against creditor claims via statutory trust.","Stablecoins Ordinance (Cap. 656), reserve / backing requirements",https://www.elegislation.gov.hk/hk/cap656,100% backing; same-currency reserve with HKD/USD exception; segregation/trust,official,checked,2026-06-27,2026-07-27,stale,24,external review (web retrieval against official sources),,primary_reviewed_second_pending,not_started,,resolution_text,in_force_enacted,operative,2025-08-01,,,low,False
hk-frs-securities_classification-001,HK,securities_classification,tier1_legal,Specified (fiat-referenced) stablecoins are regulated by the HKMA under the Stablecoins Ordinance and are not treated as securities or futures under the SFO.,Stablecoins Ordinance (Cap. 656); Securities and Futures Ordinance (Cap. 571),,HKMA stablecoin perimeter vs. the SFO securities/futures definitions,unavailable,source_unavailable,,,unknown,,,,unreviewed,not_started,,firm_summary,in_force_enacted,operative,,,,high,False
jp-epi-aml_kyc-001,JP,aml_kyc,tier1_legal,"The FATF Travel Rule is operative (2022 amendment). Intermediaries hold a large share of customer crypto-assets in cold storage, segregate user funds via trust, and enter liability-sharing agreements with issuers.",Payment Services Act (2022 amendment); FSA AML framework,https://laws.e-gov.go.jp/,AML — FATF travel rule operative; intermediary cold storage / trust segregation / liability-sharing,official,not_checked,,,unknown,,,,unreviewed,not_started,,resolution_text,in_force_enacted,operative,2023-06-01,,,low,False
jp-epi-bank_nonbank_routing-001,JP,bank_nonbank_routing,tier1_legal,"Issuance runs through a closed trichotomy — banks, funds-transfer service providers, and trust companies — with distribution by registered EPI service providers, so roles are separated by licensed function.",Payment Services Act (Electronic Payment Instruments regime),,Closed issuer trichotomy; distribution via registered EPIESP,unavailable,source_unavailable,,,unknown,,,,unreviewed,not_started,,firm_summary,in_force_enacted,operative,,,,high,False
