claim_id,claim_type,claim_text,record_ids,source_urls,pinpoint,evidence_tier,binding_status,freshness,review_stage,allowed_use,uncertainty,reviewer,second_reviewer,review_date,status,strength,limitation
claim-ch-frs-redemption-001,record_level_legal_proposition,"Redemption is a payment claim against the issuer (or, on issuer default, against the guaranteeing bank). There is no statutory at-par redemption mandate; the claim is contractual, backed by the guarantee. Stablecoin holders are not deposit-insured — the bank guarantee, not deposit insurance, is the protection.",ch-frs-redemption-001,https://www.finma.ch/en/news/2024/07/20240726-m-am-06-24-stablecoins/,Redemption — contractual claim vs issuer / guaranteeing bank; no statutory par mandate; not deposit-insured,mixed,in_force_enacted,unknown,unreviewed,research_inventory_only,medium,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-ch-frs-regulatory_authority-001,record_level_legal_proposition,"Switzerland has no bespoke stablecoin statute: stablecoins are regulated by applying existing financial law — the Banking Act and Banking Ordinance (notably Banking Ordinance Art. 5(3)(f), which removes guaranteed funds from the deposit definition), the DLT Act and the Financial Market Infrastructure Act (FinMIA), the Collective Investment Schemes Act (CISA), and the Anti-Money Laundering Act (AMLA). FINMA Guidance 06/2024 sets out FINMA's supervisory position on stablecoins, including AML treatment and the conditions of the bank-guarantee exemption. FINMA is the primary supervisor; the SNB oversees systemic financial market infrastructures.",ch-frs-regulatory_authority-001,https://www.fedlex.admin.ch/eli/cc/1934/121/de,FINMA as primary stablecoin supervisor; SNB for systemic FMIs; no bespoke statute,resolution_text,in_force_enacted,unknown,unreviewed,research_inventory_only,low,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-ch-frs-reserve_backing-001,record_level_legal_proposition,"There is no statutory reserve schedule (no mandated asset list or percentages). Under the bank-guarantee pathway the protective mechanism is the guarantee, not a prescribed reserve portfolio: the guarantee must cover the principal plus interest of the deposited funds. If the arrangement is structured so that assets are held for the account of holders (rather than as a claim against the issuer), collective investment scheme (CIS) rules under CISA may apply.",ch-frs-reserve_backing-001,https://www.fedlex.admin.ch/eli/cc/2014/273/de,Reserve/backing — no statutory schedule; guarantee covers principal + interest; CISA characterization risk,resolution_text,in_force_enacted,unknown,unreviewed,research_inventory_only,low,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-ch-frs-securities_classification-001,record_level_legal_proposition,"If a stablecoin arrangement is structured so that assets are held for the account of holders (rather than as a contractual claim against the issuer), collective-investment-scheme rules under the Collective Investment Schemes Act (CISA) may apply. The operative characterization question is whether holding assets for holders to generate yield converts the arrangement into a CIS — the Swiss analogue to the securities-classification spine.",ch-frs-securities_classification-001,https://www.finma.ch/en/news/2024/07/20240726-m-am-06-24-stablecoins/,CISA characterization where assets are held for the account of holders,mixed,in_force_enacted,unknown,unreviewed,research_inventory_only,medium,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-cn-prc-aml_kyc-001,record_level_legal_proposition,"The Anti-Money Laundering Law of the PRC and PBOC AML/CFT regulations apply to all financial institutions, and cryptocurrency-related transactions are explicitly subject to AML scrutiny under the 2017 ICO Notice (94 公告) and supporting circulars.",cn-prc-aml_kyc-001,,AML — PRC AML Law; PBOC AML/CFT; crypto AML scrutiny under 94 公告,unverified,in_force_enacted,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-cn-prc-bank_nonbank_routing-001,record_level_legal_proposition,"With no domestic issuance pathway, there is no bank/non-bank routing architecture for compliant private-token issuance to characterize.",cn-prc-bank_nonbank_routing-001,,Absence of a compliant issuance/routing architecture,unverified,prohibition,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-cn-prc-capital_requirements-001,record_level_legal_proposition,"Capital requirements are not applicable to domestic issuance. On the indirect Hong Kong pathway, the HKMA HK$25 million paid-up share capital applies to the HK-licensed entity; for PRC-listed parents, capital injected into the HK subsidiary is subject to SAFE outbound-investment registration and consolidates into the parent's financial statements under the Accounting Standards for Business Enterprises.",cn-prc-capital_requirements-001,,Capital — N/A domestically; indirect HK HK$25m + SAFE registration + consolidation,unverified,prohibition,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-cn-prc-cross_border_data-001,record_level_legal_proposition,"Even where issuance is prohibited, stablecoin-related personal data (wallet KYC and merchant-onboarding data tied to PRC residents) falls within PIPL outbound-transfer scope and is the binding constraint that reaches non-PRC-affiliated cross-border firms. PIPL (effective 1 Nov 2021) requires that any cross-border transfer of personal information satisfy one of three gates: (a) a CAC security assessment, (b) personal-information-protection certification by a CAC-approved body, or (c) a CAC Standard Contract. The Data Security Law (DSL, effective 1 Sep 2021) subjects cross-border transfer of 'important data' to security review. The 22 March 2024 Provisions on Promoting and Regulating Cross-Border Data Flows raise the thresholds for mandatory security assessment, giving partial relief for routine business data (e.g. HR and contract-performance data). Free Trade Zone negative lists (Shanghai, Beijing, Hainan, and others) provide additional zone-specific relief.",cn-prc-cross_border_data-001,,PIPL three-gate outbound transfer; DSL important-data review; March 2024 threshold relief; FTZ negative lists,unverified,in_force_enacted,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-cn-prc-distribution-001,record_level_legal_proposition,"All cryptocurrency promotion, offering, and trading is prohibited within PRC territory, so there is no domestic distribution channel. For PRC-connected groups operating via Hong Kong, the indirect pathway carries three independent layers of constraint: (i) A-share listing rules (a Hong Kong subsidiary's stablecoin activities are subject to related-party-transaction disclosure, results consolidate into the listed parent under the Accounting Standards for Business Enterprises, and the CSRC may require special disclosure or pre-notification); (ii) SAFE outbound-capital control (capital injections into the HK subsidiary, profit repatriation, and intra-group financing are subject to SAFE registration and quota limits); and (iii) PBOC/CAC supervisory posture: the 2026 Notice (银发〔2026〕42号, in force 6 Feb 2026) now puts in writing the prohibition on private RMB-pegged stablecoin issuance, replacing the unpublished 2025 signalling and adding an explicit extraterritorial issuance ban.",cn-prc-distribution-001,https://www.csrc.gov.cn/csrc/c100028/c7614318/content.shtml,Domestic distribution prohibited; three indirect-pathway constraint layers (A-share / SAFE / PBOC-CAC),unverified,prohibition,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-cn-prc-implementation_status-001,record_level_legal_proposition,"The regime is a stable prohibition with no scheduled formal rule change. Key milestones: the 2017 ICO ban (94 公告); the Data Security Law (1 Sep 2021); the reaffirmed comprehensive prohibition extended to offshore exchanges (24 Sep 2021); PIPL (1 Nov 2021); the 22 March 2024 cross-border data Provisions; the 2025 Hong Kong application window in which PRC-connected groups (Ant, JD, and state-owned banks) applied or expressed interest; and the 10 April 2026 HK first-license cohort, which excluded all PRC-connected applicants, private and state alike.",cn-prc-implementation_status-001,,Implementation timeline — stable prohibition; 2017-2026 milestones,unverified,no_regime,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-cn-prc-issuer_pathway-001,record_level_legal_proposition,"There is no domestic stablecoin issuance pathway. The 2017 ICO Notice (94公告) policy continues, and the 2026 Notice (银发〔2026〕42号, which repealed the 2021 Notice) treats token issuance and virtual-currency business activity as prohibited, upgrading the banned act from token-offering financing to issuing virtual currency. The live regulatory questions for PRC-connected groups therefore concern the indirect pathway through Hong Kong and the cross-border data, capital, and disclosure constraints that condition it, not a domestic licence. The behavioural boundary observed in 2025 tracks a private/state distinction: private internet groups (Ant, JD) applied for HK licences and then withdrew in October 2025; state-linked banks expressed interest and paused; and no PRC-affiliated applicant received a licence in the April 2026 first round.",cn-prc-issuer_pathway-001,https://www.csrc.gov.cn/csrc/c100028/c7614318/content.shtml,"银发〔2026〕42号 (virtual-currency-related business activities in the PRC are illegal financial activities, strictly prohibited; the prohibited act is upgraded from '代币发行融资' (token-offering financing, 2021) to '发行虚拟货币' (issuing virtual currency), now reaching non-fundraising / airdrop / utility issuance)",firm_summary,prohibition,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-cn-prc-monetary_sovereignty-001,record_level_legal_proposition,"Mainland China occupies the prohibitive pole of the monetary-sovereignty constraint. The eight-ministry Notice 银发〔2026〕42号 (in force 6 Feb 2026) reaffirms that virtual currencies have no legal-tender status and adds an explicit WRITTEN prohibition on overseas issuance of RMB-pegged stablecoins without lawful approval (未经许可，境内外任何主体不得在境外发行挂钩人民币的稳定币), plus an extraterritorial ban on PRC-controlled entities issuing virtual currencies abroad and restrictions on RWA tokenisation.",cn-prc-monetary_sovereignty-001,https://www.csrc.gov.cn/csrc/c100028/c7614318/content.shtml,"银发〔2026〕42号 — 未经许可，境内外任何主体不得在境外发行挂钩人民币的稳定币 (no entity, domestic or overseas, may issue RMB-pegged stablecoins overseas without approval); 境内主体及其控制的境外主体不得在境外发行虚拟货币 (PRC-controlled entities may not issue virtual currencies abroad); RWA tokenisation restrictions",firm_summary,prohibition,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-cn-prc-permitted_activity_yield-001,record_level_legal_proposition,"Because private token issuance and related fundraising are prohibited, there is no lawful domestic issuer that could pay yield; the yield question does not arise within a permitted perimeter.",cn-prc-permitted_activity_yield-001,,Prohibition context — no permitted issuer to which a yield rule could attach,unverified,prohibition,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-cn-prc-regulatory_authority-001,record_level_legal_proposition,"No single stablecoin regulator exists because there is no lawful domestic issuance pathway; instead, a coordinated multi-agency prohibition perimeter governs. The eight-ministry Notice 银发〔2026〕42号 (in force 6 Feb 2026), issued jointly with the Cyberspace Administration and the two supreme judicial organs, sets the perimeter: the People's Bank of China (PBOC) leads, with the NDRC, MIIT, MPS, SAMR, NFRA, CSRC, and SAFE. The 2026 Notice put the prohibition on private RMB-pegged stablecoin issuance into writing, formalising the stance PBOC had signalled to PRC tech groups in 2025. The CAC governs ICP, deep-synthesis/generative-AI content, and cross-border data flows; the CSRC governs A-share issuer disclosure and has directed brokerages to pause Hong Kong tokenisation activity; MIIT and SAFE supply supporting telecoms/ICP and outbound-capital measures.",cn-prc-regulatory_authority-001,https://www.csrc.gov.cn/csrc/c100028/c7614318/content.shtml,银发〔2026〕42号 (a coordinated multi-agency prohibition perimeter; eight ministries plus the cyberspace administration and the two supreme judicial organs),firm_summary,prohibition,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-cn-prc-reserve_backing-001,record_level_legal_proposition,"Reserve requirements are not applicable to domestic issuance, which is prohibited. On the indirect pathway through Hong Kong, HKMA reserve requirements apply to the HK-licensed entity; the PRC-connected parent holds no reserve obligation directly under PRC law but faces consolidation treatment under A-share listing rules.",cn-prc-reserve_backing-001,,Reserve — N/A domestically; indirect HK pathway + A-share consolidation,unverified,prohibition,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-cn-prc-securities_classification-001,record_level_legal_proposition,Token issuance and exchange activity have been treated as unauthorized public fundraising / illegal financial activity rather than admitted securities offerings; there is no compliant securities pathway for private tokens.,cn-prc-securities_classification-001,https://www.csrc.gov.cn/csrc/c100028/c7614318/content.shtml,银发〔2026〕42号 (token issuance treated as illegal public fundraising / illegal financial activity); CSRC 公告〔2026〕1号 (RWA asset-backed-securities-token guidance: filing system + negative list for onshore-asset offshore ABS-token issuance),firm_summary,prohibition,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-eu-emt-bank_nonbank_routing-001,record_level_legal_proposition,"Because EMT issuers must be credit institutions or e-money institutions, issuance sits inside the bank / e-money prudential framework; reserve assets must be safeguarded and segregated from the issuer's estate.",eu-emt-bank_nonbank_routing-001,,Issuer prudential status; safeguarding/segregation of reserve assets,firm_summary,in_force_enacted,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-eu-emt-cross_border_data-001,record_level_legal_proposition,"Authorization passports across the single market; personal data is governed by the GDPR, which is a data-protection regime rather than a localization barrier to supervisory information-sharing.",eu-emt-cross_border_data-001,,Passporting; data protection and cross-border supervisory cooperation,firm_summary,in_force_enacted,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-eu-emt-disclosure_reporting-001,record_level_legal_proposition,"Issuers publish a crypto-asset white paper and are subject to ongoing disclosure; issuers of significant EMTs report to and are supervised by the EBA, with ESMA coordination.",eu-emt-disclosure_reporting-001,,White-paper and ongoing disclosure; significant-EMT supervision and reporting,firm_summary,in_force_enacted,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-eu-emt-issuer_pathway-001,record_level_legal_proposition,Issuance of an e-money token is restricted to entities authorized as credit institutions or electronic money institutions; no other entity may issue. An authorizable private token exists.,eu-emt-issuer_pathway-001,,Title IV — EMT issuance restricted to authorized credit institutions or e-money institutions,firm_summary,in_force_enacted,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-eu-emt-monetary_sovereignty-001,record_level_legal_proposition,"For a non-EU-currency EMT, MiCA caps usage as a means of exchange at EUR 200 million per day or 1 million transactions per day (the Article 23 thresholds, applied to significant EMTs via Article 58(3)), measured on a quarterly-average basis. The cap applies only to use as a means of exchange within a single currency area, not to store-of-value use or to trading on crypto-asset venues. A separate reporting obligation triggers at EUR 100 million in issuance value globally. This is the canonical quantitative monetary-sovereignty cap and the clearest instance of Constraint 7.",eu-emt-monetary_sovereignty-001,https://eur-lex.europa.eu/eli/reg/2023/1114/oj/eng,Art. 58(3) (applying Art. 23 mutatis mutandis to non-EU-currency EMTs),resolution_text,in_force_enacted,stale,primary_reviewed_second_pending,research_inventory_only,low,external review (web retrieval against official sources),,2026-06-27,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-eu-emt-permitted_activity_yield-001,record_level_legal_proposition,"MiCA Article 50 imposes a yield ban on EMT holders: holders may not receive interest. The prohibition attaches to the holding of the token, paralleling the US GENIUS §4(a)(11) structure but expressed as a flat ban rather than a 'solely'-qualified one.",eu-emt-permitted_activity_yield-001,https://eur-lex.europa.eu/eli/reg/2023/1114/oj/eng,Art. 50 (no interest paid to EMT holders),resolution_text,in_force_enacted,stale,primary_reviewed_second_pending,research_inventory_only,low,external review (web retrieval against official sources),,2026-06-27,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-eu-emt-regulatory_authority-001,record_level_legal_proposition,"The Markets in Crypto-Assets Regulation (MiCA, Reg. (EU) 2023/1114) governs EMTs and ARTs, supervised by the EBA (significant tokens), ESMA, and national competent authorities. MiCA's Article 143(3) transitional grandfathering closes on a staggered national schedule capped at 1 July 2026, the outer limit (the longest window any Member State could grant; ESMA has confirmed no extension). Most Member States set shorter windows and closed earlier, so the deadline binding a given corridor is the earliest among the Member States it touches, not the 1 July 2026 cap. A PSD2/MiCAR interplay question is addressed by the EBA No-Action Letter (10 June 2025).",eu-emt-regulatory_authority-001,https://eur-lex.europa.eu/eli/reg/2023/1114/oj/eng,Titles III/IV; EBA/ESMA/NCA supervisory architecture,resolution_text,in_force_enacted,stale,primary_reviewed_second_pending,research_inventory_only,low,external review (web retrieval against official sources),,2026-06-27,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-eu-emt-reserve_backing-001,record_level_legal_proposition,MiCA requires EMT reserves to hold at least 60% in bank deposits; ART reserves at least 30% in bank deposits. (Distinct from the US/HK same-currency short-dated-sovereign model.),eu-emt-reserve_backing-001,https://eur-lex.europa.eu/eli/reg/2023/1114/oj/eng,reserve composition set in MiCA + Level-2 RTS; deposit-% pinpoint pending RTS line-read,firm_summary,in_force_enacted,stale,primary_reviewed_second_pending,research_inventory_only,high,external review (web retrieval against official sources),,2026-06-27,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-eu-emt-securities_classification-001,record_level_legal_proposition,E-money tokens and asset-referenced tokens are crypto-assets governed by MiCA and are carved out of the MiFID II financial-instrument (securities) perimeter; they are not treated as transferable securities.,eu-emt-securities_classification-001,,Scope — EMT/ART as crypto-assets outside the MiFID II financial-instrument definition,firm_summary,in_force_enacted,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-hk-frs-aml_kyc-001,record_level_legal_proposition,"The HKMA AML/CFT Guideline for licensed stablecoin issuers applies: standard FATF KYC, transaction monitoring, and suspicious-transaction reporting, plus distribution-channel KYC obligations executed via licensed VATPs and SFC Type 1 corporations.",hk-frs-aml_kyc-001,https://www.elegislation.gov.hk/hk/cap656,AMLO + Ordinance AML obligations on licensees,firm_summary,in_force_enacted,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-hk-frs-bank_nonbank_routing-001,record_level_legal_proposition,Issuance requires an HKMA licence open to bank and non-bank applicants; it is a licensing regime rather than a bank-only monopoly.,hk-frs-bank_nonbank_routing-001,,Licensing of issuers (bank and non-bank); not bank-only,firm_summary,in_force_enacted,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-hk-frs-capital_requirements-001,record_level_legal_proposition,"HK$25 million minimum paid-up share capital (or currency equivalent), with HKMA empowered to require more based on business plan; HK$3 million minimum liquid capital; and excess liquid capital equivalent to at least 12 months of operating expenses. The HK$25m threshold, combined with the HK-incorporation-or-authorised-institution requirement, effectively limits applicants to banks and JV-backed large corporates.",hk-frs-capital_requirements-001,https://www.elegislation.gov.hk/hk/cap656,HK$25m paid-up capital (statutory),resolution_text,in_force_enacted,stale,primary_reviewed_second_pending,research_inventory_only,low,external review (web retrieval against official sources),,2026-06-27,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-hk-frs-cross_border_data-001,record_level_legal_proposition,Personal data is governed by the Personal Data (Privacy) Ordinance (PDPO). Cross-border data transfer governance under PDPO Section 33 remains pending final commencement. HKMA Supervisory Policy Manual provisions on outsourcing and data hosting apply.,hk-frs-cross_border_data-001,https://www.elegislation.gov.hk/hk/cap656,PDPO (Cap. 486) data obligations; HKMA outsourcing/data guidance,firm_summary,in_force_enacted,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-hk-frs-disclosure_reporting-001,record_level_legal_proposition,"Licensed issuers must meet disclosure, reserve-attestation and reporting requirements under HKMA supervision, with supervisory coordination available.",hk-frs-disclosure_reporting-001,,"Disclosure, reserve attestation and supervisory reporting",firm_summary,in_force_enacted,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-hk-frs-distribution-001,record_level_legal_proposition,"Permitted offerors of FRS in Hong Kong are HKMA-licensed FRS issuers, SFC-licensed VATPs, SFC-licensed Type 1 corporations, and Authorised Institutions. Foreign-based issuers of non-HKD-linked FRS may offer to professional investors only. Unlicensed activity carries HK$5 million fine + 7 years' imprisonment + HK$100,000 per day of continuing offence. Pre-existing-issuer transitional treatment required applications by 31 Oct 2025; the closing-down period began 1 Nov 2025 for non-applicants. The April 2026 cohort contrasts distribution models: HSBC plans direct retail integration via PayMe (3.3m users) and its mobile app from H2 2026; Anchorpoint plans a phased Q2 2026 B2B2C rollout of HKDAP via authorised partners.",hk-frs-distribution-001,https://www.elegislation.gov.hk/hk/cap656,permitted-offeror closed loop; HK$5m / 7-year offence,resolution_text,in_force_enacted,stale,primary_reviewed_second_pending,research_inventory_only,low,external review (web retrieval against official sources),,2026-06-27,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-hk-frs-implementation_status-001,record_level_legal_proposition,"Live regime. Key milestones: HKMA discussion paper (Jan 2022); FSTB/HKMA consultation (Dec 2023); conclusions + sandbox (Jul 2024); Ordinance and guidelines effective (1 Aug 2025); Ant/JD applications suspended (18-20 Oct 2025); pre-existing-issuer application deadline (31 Oct 2025); closing-down period begins (1 Nov 2025); transitional operating window ends (31 Jan 2026); first two licences granted (10 Apr 2026, HSBC = FRS02, Anchorpoint = FRS01). Expected: Anchorpoint HKDAP B2B2C launch (Q2 2026); HSBC retail launch via PayMe (H2 2026); HKMA second-cohort licences (Q3 2026).",hk-frs-implementation_status-001,,Timeline Jan 2022 -> Q3 2026; first cohort 10 Apr 2026,unverified,in_force_enacted,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-hk-frs-issuer_pathway-001,record_level_legal_proposition,"A licence is required for (1) FRS issuers in Hong Kong, (2) issuers outside HK of stablecoins referencing the HK dollar, and (3) entities actively marketing FRS to the HK public. Eligible applicants are companies incorporated in HK under the Companies Ordinance, or authorised institutions (banks / restricted-licence / deposit-taking companies under the Banking Ordinance). Shell entities or mere pre-1-Aug-2025 establishment do not qualify for transitional treatment. The first-licence cohort (10 Apr 2026) was HSBC and Anchorpoint Financial Limited (a Standard Chartered (HK)–HKT–Animoca JV intending HKDAP on a B2B2C model); no PRC-connected entities were licensed.",hk-frs-issuer_pathway-001,https://www.elegislation.gov.hk/hk/cap656,licensable regulated activities; s.8(1) licensing offence,resolution_text,in_force_enacted,stale,primary_reviewed_second_pending,research_inventory_only,low,external review (web retrieval against official sources),,2026-06-27,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-hk-frs-monetary_sovereignty-001,record_level_legal_proposition,"Hong Kong does not impose a quantitative non-domestic-currency usage cap of the MiCA Article 23 type, but it draws a sovereignty-adjacent line through distribution: foreign-based issuers of non-HKD-linked FRS may offer to professional investors only, while HKD-referencing stablecoins (including those issued offshore) are pulled fully inside the licensing perimeter. The effect is to privilege the domestic-currency instrument for retail use without a numeric ceiling.",hk-frs-monetary_sovereignty-001,https://www.elegislation.gov.hk/hk/cap656,offshore HKD-referencing issuance is licensable; non-HKD FRS offering limited,resolution_text,in_force_enacted,stale,primary_reviewed_second_pending,research_inventory_only,low,external review (web retrieval against official sources),,2026-06-27,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-hk-frs-permitted_activity_yield-001,record_level_legal_proposition,The Stablecoins Ordinance Schedule 2 Section 15 (Non-interest bearing) provides that the licensee must not pay any interest on issued stablecoins. Direct payments from issuer to holder are reached by the prohibition.,hk-frs-permitted_activity_yield-001,https://www.elegislation.gov.hk/hk/cap656,Sch. 2 s.15 (no interest on issued stablecoins),resolution_text,in_force_enacted,stale,primary_reviewed_second_pending,research_inventory_only,low,external review (web retrieval against official sources),,2026-06-27,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-hk-frs-redemption-001,record_level_legal_proposition,Redemption at par value within 1 business day of a valid request. Redemption obligations are a continuing licence condition.,hk-frs-redemption-001,https://www.elegislation.gov.hk/hk/cap656,par redemption within 1 business day,resolution_text,in_force_enacted,stale,primary_reviewed_second_pending,research_inventory_only,low,external review (web retrieval against official sources),,2026-06-27,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-hk-frs-regulatory_authority-001,record_level_legal_proposition,"The Stablecoins Ordinance (Cap. 656), effective 1 August 2025, establishes the HKMA as primary regulator for FRS issuers, supported by HKMA Explanatory Notes (Licensing; Transitional Provisions), the Guideline on Supervision of Licensed Stablecoin Issuers, and the AML/CFT Guideline. The SFC regulates virtual asset trading platforms (VATPs) and Type 1 corporations authorised to offer stablecoins.",hk-frs-regulatory_authority-001,https://www.elegislation.gov.hk/hk/cap656,HKMA as the licensing/supervisory authority,resolution_text,in_force_enacted,stale,primary_reviewed_second_pending,research_inventory_only,low,external review (web retrieval against official sources),,2026-06-27,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-hk-frs-reserve_backing-001,record_level_legal_proposition,"100% backing at all times; the market value of reserve assets must equal or exceed the par value of circulating stablecoins, with HKMA expecting overcollateralisation. Acceptable assets: cash, bank deposits (term <= 3 months), government and central-bank securities (residual maturity <= 1 year), and tokenised forms of the foregoing. Reserves must be strictly segregated from the issuer's other assets and protected against creditor claims via statutory trust.",hk-frs-reserve_backing-001,https://www.elegislation.gov.hk/hk/cap656,100% backing; same-currency reserve with HKD/USD exception; segregation/trust,resolution_text,in_force_enacted,stale,primary_reviewed_second_pending,research_inventory_only,low,external review (web retrieval against official sources),,2026-06-27,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-hk-frs-securities_classification-001,record_level_legal_proposition,Specified (fiat-referenced) stablecoins are regulated by the HKMA under the Stablecoins Ordinance and are not treated as securities or futures under the SFO.,hk-frs-securities_classification-001,,HKMA stablecoin perimeter vs. the SFO securities/futures definitions,firm_summary,in_force_enacted,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-jp-epi-aml_kyc-001,record_level_legal_proposition,"The FATF Travel Rule is operative (2022 amendment). Intermediaries hold a large share of customer crypto-assets in cold storage, segregate user funds via trust, and enter liability-sharing agreements with issuers.",jp-epi-aml_kyc-001,https://laws.e-gov.go.jp/,AML — FATF travel rule operative; intermediary cold storage / trust segregation / liability-sharing,resolution_text,in_force_enacted,unknown,unreviewed,research_inventory_only,low,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
claim-jp-epi-bank_nonbank_routing-001,record_level_legal_proposition,"Issuance runs through a closed trichotomy — banks, funds-transfer service providers, and trust companies — with distribution by registered EPI service providers, so roles are separated by licensed function.",jp-epi-bank_nonbank_routing-001,,Closed issuer trichotomy; distribution via registered EPIESP,firm_summary,in_force_enacted,unknown,unreviewed,research_inventory_only,high,,,,pending_independent_review,limited,"Not a current-law claim unless official, current and independently reconciled; inspect the record uncertainty and legal-force fields."
