case_id,jurisdiction,dimension,primary_codes,primary_coder,second_codes,second_coder,agreement_status,reconciliation_status,evidence_excerpt
jp-epi-regulatory_authority-001,JP,regulatory_authority,freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"Fiat-referenced, par-redeemable stablecoins are Electronic Payment Instruments under the Payment Services Act. The 2022 amendment took effect 1 June 2023 and created the category; Act No. 66 of 2025 (in force June 2025, with implementing ca"
jp-epi-reserve_backing-001,JP,reserve_backing,freshness_unknown|independent_review_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"Full backing is the baseline; funds-transfer and bank types hold liquid backing. For the trust-type, Act No. 66 of 2025 permits up to fifty percent of issuance value to be held in low-risk short-term assets (Japanese or US government bonds "
jp-epi-securities_classification-001,JP,securities_classification,source_acquisition_gap|freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,Electronic payment instruments (the stablecoin category) are regulated under the Payment Services Act and are distinct from securities regulated under the Financial Instruments and Exchange Act.
kr-frs-aml_kyc-001,KR,aml_kyc,freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,IN FORCE: anti-money-laundering and Travel Rule obligations apply through the specified financial transaction information framework. Entities converting stablecoins to fiat for third parties are treated as virtual-asset service providers re
kr-frs-bank_nonbank_routing-001,KR,bank_nonbank_routing,source_acquisition_gap|evidence_classification_gap|freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"With the issuer regime in bill form, the bank/non-bank routing architecture for compliant issuance is not yet established."
kr-frs-capital_requirements-001,KR,capital_requirements,freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,DRAFT: minimum equity capital to be set by the enacted statute; reported figures range across drafts and are provisional (a press-versus-draft discrepancy). No stablecoin capital regime is in force.
kr-frs-cross_border_data-001,KR,cross_border_data,source_acquisition_gap|freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"The Personal Information Protection Act (PIPA) governs data, including localisation."
kr-frs-disclosure_reporting-001,KR,disclosure_reporting,source_acquisition_gap|evidence_classification_gap|freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,Disclosure and supervisory-coordination obligations for issuers await the enacted DABA.
kr-frs-distribution-001,KR,distribution,freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"No stablecoin-specific distribution regime is in force. DRAFT: foreign issuers would establish a local branch or subsidiary and obtain an FSC licence for payment, redemption, or remittance services, with brokered trading permitted on domest"
kr-frs-implementation_status-001,KR,implementation_status,freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"Phase-1 in force, Phase-2 pending. Milestones: Virtual Asset User Protection Act in force (19 Jul 2024); a Digital Asset Basic Act plus three stablecoin-specific bills before the National Assembly Political Affairs Committee (정무위) — as of l"
kr-frs-issuer_pathway-001,KR,issuer_pathway,freshness_unknown|independent_review_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,No stablecoin issuer is licensed; domestic won-stablecoin issuance is effectively prohibited under current law. Future eligibility is contested: the BOK seeks bank-led consortia holding at least fifty-one percent; the FSC favours a more fin
kr-frs-monetary_sovereignty-001,KR,monetary_sovereignty,freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"No stablecoin-specific monetary-sovereignty regime is in force. DRAFT: cross-border won stablecoins would be classified as a foreign-exchange means of payment under the Foreign Exchange Transactions Act, engaging the capital-flow management"
kr-frs-permitted_activity_yield-001,KR,permitted_activity_yield,freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"DRAFT (Value-Stabilised Assets Act track): prohibition on interest or discounts to holders. No yield regime is in force. The draft yield prohibition would align Korea with the United States, the European Union, and Japan, but it is not oper"
kr-frs-redemption-001,KR,redemption,freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,DRAFT: par issuance and redemption. No redemption regime is in force. Draft provisions only.
kr-frs-regulatory_authority-001,KR,regulatory_authority,freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"Two layers, only one in force. In force: the Virtual Asset User Protection Act (VAUPA), a user-protection and market-abuse regime, not an issuance-licensing framework. Pending: the Digital Asset Basic Act, which would create an issuance reg"
kr-frs-reserve_backing-001,KR,reserve_backing,freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"DRAFT: more than one hundred percent reserves in safe assets, bank- or custodian-held, segregated. No reserve regime is in force. Draft provisions only."
kr-frs-securities_classification-001,KR,securities_classification,source_acquisition_gap|evidence_classification_gap|freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"Under the draft Digital Asset Basic Act, the securities characterization of won-referenced stablecoins is not yet fixed; there is no operative stablecoin securities pathway today."
sg-scs-aml_kyc-001,SG,aml_kyc,source_acquisition_gap|freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"AML/CFT obligations apply under MAS Notice PSN02 (payment services) and Notice PSN03 (digital payment tokens), including the FATF travel rule for digital-payment-token transfers, FATF-aligned KYC, transaction monitoring, and suspicious-tran"
sg-scs-bank_nonbank_routing-001,SG,bank_nonbank_routing,source_acquisition_gap|freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,MAS-regulated single-currency stablecoins are issued by banks or by major payment institutions under the Payment Services Act; reserve assets are held in segregation for the benefit of holders.
sg-scs-capital_requirements-001,SG,capital_requirements,freshness_sla_breach|independent_review_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"An SCS issuer must hold base capital of at least S$1 million or 50% of annual operating expenses, whichever is higher, plus liquid assets sufficient for an orderly wind-down. DTSP licensees (where granted) face a separate S$250,000 base-cap"
sg-scs-cross_border_data-001,SG,cross_border_data,source_acquisition_gap|evidence_classification_gap|freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"Cross-border personal-data transfer is governed by the Personal Data Protection Act 2012 (PDPA), which requires reasonable safeguards — consent, contract, certification, or transfer to a jurisdiction with comparable protection. MAS Outsourc"
sg-scs-distribution-001,SG,distribution,freshness_sla_breach|independent_review_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,The 'MAS-regulated stablecoin' label is restricted to SCS-framework-compliant issuers; misrepresenting a token as MAS-regulated carries financial penalties or imprisonment and placement on the MAS Investor Alert List. Retail consumer protec
sg-scs-implementation_status-001,SG,implementation_status,source_acquisition_gap|evidence_classification_gap|freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,The Payment Services Act came into force in January 2020; the SCS framework was finalised on 15 August 2023; the FSMA Part 9 DTSP regime took effect 30 June 2025 with no transitional arrangement; full SCS-framework implementation is targete
sg-scs-issuer_pathway-001,SG,issuer_pathway,source_acquisition_gap|evidence_classification_gap|freshness_unknown|independent_review_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,The MAS Single-Currency Stablecoin (SCS) framework applies only to stablecoins pegged to the Singapore Dollar or any G10 currency and issued in Singapore; tokens pegged to other assets or issued offshore stay under the general Digital Payme
sg-scs-monetary_sovereignty-001,SG,monetary_sovereignty,freshness_sla_breach|independent_review_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"There is no aggregate usage cap; foreign-currency-pegged tokens simply are not 'MAS-regulated stablecoins' and circulate as ordinary digital payment tokens, leaving market access open at the monetary-sovereignty layer."
sg-scs-permitted_activity_yield-001,SG,permitted_activity_yield,freshness_sla_breach|independent_review_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"Yield is not directly prohibited, but the MAS-regulated SCS label is restricted to SGD or G10-pegged tokens issued from Singapore-incorporated entities, and SCS issuers are forbidden from engaging in lending or staking. The activity prohibi"
sg-scs-redemption-001,SG,redemption,freshness_sla_breach|independent_review_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"SCS holders are entitled to redemption at par value within 5 business days of a valid request, with no unreasonable fees or conditions, and customer assets are held under a statutory trust."
sg-scs-regulatory_authority-001,SG,regulatory_authority,source_acquisition_gap|freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"The MAS Single-Currency Stablecoin (SCS) framework, finalised August 2023, sits alongside the Payment Services Act 2019; a separate Digital Token Service Provider (DTSP) licensing regime operates under FSMA Part 9. MAS is the sole regulator"
sg-scs-reserve_backing-001,SG,reserve_backing,freshness_sla_breach|independent_review_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"SCS reserves must be 100% backed in cash, cash equivalents, or short-term sovereign debt securities denominated in the pegged currency, valued at daily mark-to-market, segregated from the issuer's own assets, and held with MAS-approved cust"
sg-scs-securities_classification-001,SG,securities_classification,freshness_sla_breach|independent_review_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"Token classification follows MAS's substance-over-form test: a token with capital-markets-product characteristics is regulated under the Securities and Futures Act (SFA), not the Payment Services Act, and falls outside the SCS framework ent"
tw-frs-aml_kyc-001,TW,aml_kyc,freshness_sla_breach|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"IN FORCE: AML registration under the amended Money Laundering Control Act and the VASP Registration Regulations (since 30 November 2024), requiring virtual-asset service providers to register and comply with AML/CFT obligations; the FATF tr"
tw-frs-bank_nonbank_routing-001,TW,bank_nonbank_routing,source_acquisition_gap|evidence_classification_gap|freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"the Virtual Asset Service Act (enacted at third reading 30 Jun 2026, not commenced) sets the issuer regime; the bank/non-bank routing architecture for compliant issuance is delegated to FSC subsidiary legislation not yet made."
tw-frs-capital_requirements-001,TW,capital_requirements,freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"the Virtual Asset Service Act (enacted at third reading 30 Jun 2026, not commenced) delegates capital requirements for stablecoin issuers to the FSC. The specific figures await FSC subsidiary legislation; no stablecoin capital regime is yet"
tw-frs-cross_border_data-001,TW,cross_border_data,source_acquisition_gap|freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,The Personal Data Protection Act (PDPA) applies. Cross-border data transfer is subject to the PDPA and to competent-authority restrictions.
tw-frs-disclosure_reporting-001,TW,disclosure_reporting,source_acquisition_gap|evidence_classification_gap|freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"the Virtual Asset Service Act (enacted at third reading 30 Jun 2026, not commenced) sets the framework; disclosure and supervisory-coordination obligations for stablecoin issuers take effect on commencement and their detail awaits FSC subsi"
tw-frs-distribution-001,TW,distribution,freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"No stablecoin-specific distribution regime is yet operative. the Virtual Asset Service Act (enacted at third reading 30 Jun 2026, not commenced) sets the offering provisions, which take effect on commencement; commencement awaits FSC subsid"
tw-frs-implementation_status-001,TW,implementation_status,freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,Two temporal layers coexist. AML registration has operated since 30 November 2024. The Virtual Asset Service Act passed third reading on 30 June 2026 and was promulgated in Presidential Gazette No. 7872 on 22 July 2026. Its licensing and st
tw-frs-issuer_pathway-001,TW,issuer_pathway,freshness_unknown|independent_review_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"No stablecoin issuer is licensed yet: the licensing regime is enacted but not yet commenced. The Virtual Asset Service Act, passed at third reading on 30 Jun 2026, requires an FSC licence for stablecoin issuance, available to a share compan"
tw-frs-monetary_sovereignty-001,TW,monetary_sovereignty,freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"the Virtual Asset Service Act (enacted at third reading 30 Jun 2026, not commenced) creates the framework, but no operative monetary-sovereignty cap is yet in force. The backdrop is the central bank's control of the NTD and the offshore-NTD"
tw-frs-permitted_activity_yield-001,TW,permitted_activity_yield,freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"the Virtual Asset Service Act (enacted at third reading 30 Jun 2026, not commenced) prohibits paying interest or other returns to holders. This yield prohibition aligns Taiwan with the prohibition cluster (EU, Hong Kong) rather than the per"
tw-frs-redemption-001,TW,redemption,freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"the Virtual Asset Service Act (enacted at third reading 30 Jun 2026, not commenced) provides for par issuance and redemption. The operative detail awaits FSC subsidiary legislation; no redemption regime is yet operative."
tw-frs-regulatory_authority-001,TW,regulatory_authority,freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"Two layers, only one in force. In force: AML registration under the amended Money Laundering Control Act and the VASP Registration Regulations (effective 30 November 2024). Enacted but not commenced: the Virtual Asset Service Act, a compreh"
tw-frs-reserve_backing-001,TW,reserve_backing,freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"the Virtual Asset Service Act (enacted at third reading 30 Jun 2026, not commenced) requires full reserves held at domestic financial institutions, segregated from the issuer's own property. The operative reserve detail awaits FSC subsidiar"
tw-frs-securities_classification-001,TW,securities_classification,source_acquisition_gap|evidence_classification_gap|freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"Under the Virtual Asset Service Act (enacted at third reading 30 Jun 2026, not commenced), the securities characterization of stablecoins sits within the FSC's virtual-asset perimeter, but the operative boundary awaits FSC subsidiary legisl"
uk-frs-aml_kyc-001,UK,aml_kyc,source_acquisition_gap|evidence_classification_gap|freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"The cryptoassets regime supersedes the previous Money Laundering Regulations registration regime by bringing cryptoasset activities into full FSMA scope, including AML/KYC obligations; the existing Money Laundering Regulations 2017 continue"
uk-frs-bank_nonbank_routing-001,UK,bank_nonbank_routing,source_acquisition_gap|freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"Issuance is undertaken by FCA-authorized firms; systemic payment stablecoins fall additionally under Bank of England oversight, separating conduct authorization from systemic prudential supervision."
uk-frs-capital_requirements-001,UK,capital_requirements,evidence_classification_gap|freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,The FCA published final rules for non-systemic UK-issued qualifying stablecoins in PS26/10 in June 2026. The Bank of England separately published a June 2026 systemic-stablecoin policy statement with a draft Code of Practice. Exact prudenti
uk-frs-cross_border_data-001,UK,cross_border_data,evidence_classification_gap|freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"UK GDPR applies (effectively mirroring EU GDPR post-Brexit). Cross-border data transfers to non-UK jurisdictions require an adequacy decision, an International Data Transfer Agreement (IDTA), or the UK Addendum to the EU Standard Contractua"
uk-frs-custody-001,UK,custody,evidence_classification_gap|freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"Any firm holding client crypto-assets for more than 24 hours, or with the ability to override client authority, is a regulated custodian requiring a safeguarding licence. This 24-hour custody rule has significant operational implications fo"
uk-frs-distribution-001,UK,distribution,source_acquisition_gap|evidence_classification_gap|freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"Offshore firms 'involved' in a sale of a cryptoasset to a UK consumer are within territorial scope. UKQS transactions (in UKQS only) are carved out from the financial-promotions regime, except for lending and borrowing arrangements. HM Trea"
uk-frs-implementation_status-001,UK,implementation_status,evidence_classification_gap|freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,SI 2026/102 was made in February 2026 and the relevant issuer regime is scheduled to commence on 25 October 2027. The FCA published final stablecoin-issuance rules in PS26/10 in June 2026. The Bank of England published its systemic-stableco
uk-frs-issuer_pathway-001,UK,issuer_pathway,freshness_sla_breach|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"Issuers must be UK-incorporated. HM Treasury's policy note describes the regulated perimeter as triggered by any one of three lifecycle limbs (offering, redemption, backing-asset management) in the UK. However, Article 9M(2) of SI 2026/102,"
uk-frs-monetary_sovereignty-001,UK,monetary_sovereignty,source_acquisition_gap|freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"There is no aggregate usage cap on private tokens; the inbound treatment of foreign tokens is in transition pending the operation of the systemic regime, so the structural monetary-sovereignty pole is not yet stable."
uk-frs-permitted_activity_yield-001,UK,permitted_activity_yield,evidence_classification_gap|freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,Yield is not expressly addressed in SI 2026/102. The FCA published PS26/10 final issuance rules in June 2026 and the Bank published its systemic policy/draft Code. The exact holder-yield and remuneration treatment has not yet been mapped an
uk-frs-redemption-001,UK,redemption,evidence_classification_gap|freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,Redemption follows an issuer-controlled process within a backing-asset trust structure: third parties holding backing assets do so on trust for the benefit of stablecoin holders. Specific redemption mechanics are pending final FCA rules.
uk-frs-regulatory_authority-001,UK,regulatory_authority,freshness_sla_breach|independent_review_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"The Financial Services and Markets Act 2000 (Cryptoassets) Regulations 2026, SI 2026/102, in force from February 2026, make issuing a qualifying stablecoin in the UK a regulated activity under FSMA. The FCA (conduct), Bank of England (syste"
uk-frs-reserve_backing-001,UK,reserve_backing,evidence_classification_gap|freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"SI 2026/102 requires 1:1 backing by a backing-asset pool with annual independent review. Backing assets are carved out from the collective-investment-scheme (CIS) and alternative-investment-fund (AIF) definitions, with the carve-out activat"
uk-frs-securities_classification-001,UK,securities_classification,source_acquisition_gap|freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,Regulated stablecoins are brought within the FSMA financial-services perimeter as a payments-adjacent regulated activity rather than as transferable securities under the RAO's investment heads.
us-pss-bank_nonbank_routing-001,US,bank_nonbank_routing,source_acquisition_gap|freshness_unknown|independent_review_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,The regime separates roles along a routing chain. A bank operating as a Layer 1 issuer under the GENIUS Act operates under bank supervision; non-bank permitted issuers operate under the OCC/FDIC payment-stablecoin charter. CLARITY §404 adds
us-pss-capital_requirements-001,US,capital_requirements,freshness_sla_breach|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"De novo PPSIs must hold minimum capital of the greater of $5 million or the chartering-condition amount, for 36 months. An operational backstop of 12 months of operating expenses must be held in cash, FDIC-insured deposits, or short-dated T"
us-pss-cross_border_data-001,US,cross_border_data,source_acquisition_gap|freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,Issuers are subject to the Bank Secrecy Act and OFAC sanctions administration; there is no data-localization rule that bars supervisory information-sharing with foreign regulators.
us-pss-disclosure_reporting-001,US,disclosure_reporting,source_acquisition_gap|freshness_unknown|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,Issuers must publish monthly reserve composition certified by an independent accountant and are subject to federal and state supervisory reporting; supervisory coordination is available.
us-pss-issuer_pathway-001,US,issuer_pathway,freshness_sla_breach|independent_review_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"Permitted payment stablecoin issuers are a defined set: subsidiaries of insured depository institutions, federally qualified non-bank payment stablecoin issuers approved by the OCC, and state-qualified issuers operating under an OCC-certifi"
us-pss-monetary_sovereignty-001,US,monetary_sovereignty,source_acquisition_gap|freshness_unknown|independent_review_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,The US issues the reserve currency and imposes no aggregate usage cap on private dollar tokens. A foreign payment stablecoin may be offered in the US only where the foreign regime is determined comparable by the Treasury and the issuer regi
us-pss-permitted_activity_yield-001,US,permitted_activity_yield,freshness_sla_breach|independent_review_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"GENIUS Act §4(a)(11) prohibits permitted/foreign payment stablecoin issuers from paying any form of interest or yield (cash, tokens, or other consideration) to a holder 'solely in connection with the holding, use, or retention' of a payment"
us-pss-reserve_backing-001,US,reserve_backing,freshness_sla_breach|independent_review_gap|event_model_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,1:1 backing of outstanding payment stablecoins at fair value is required by the enacted GENIUS Act (Sec. 4(a)(1)). The detailed list of PERMISSIBLE reserve assets is set by the OCC NPRM (proposed 12 CFR Sec. 15.11(b)) and is NOT yet final —
us-pss-securities_classification-001,US,securities_classification,freshness_sla_breach|independent_review_gap,deterministic_ruleset_v1,,,pending_independent_coder,not_started,"A payment stablecoin structured to comply with the GENIUS Act (1:1 backing, no issuer yield, par redemption) is positioned as a non-security: under the Reves family-resemblance test the instrument resembles a payment/exchange medium rather "
